nSeq	I1	I2	O1	O2	A1	A2	A3	A4	A5	A6
2	0	0	1	0	516	507	0	513	38	0
3	0	0	1	0	516	535	0	516	38	0
4	0	0	1	0	528	528	0	513	38	0
5	0	0	1	0	512	534	0	514	38	0
6	0	0	1	0	513	518	0	523	38	0
7	0	0	1	0	518	513	0	518	38	0
8	0	0	1	0	516	503	0	531	38	0
9	0	0	1	0	517	517	0	511	38	0
10	0	0	1	0	521	488	0	517	38	0
11	0	0	1	0	514	519	0	525	38	0
12	0	0	1	0	516	514	0	517	38	0
13	0	0	1	0	511	497	0	514	38	0
14	0	0	1	0	518	504	0	511	38	0
15	0	0	1	0	517	481	0	510	38	0
0	0	0	1	0	515	495	0	514	38	0
1	0	0	1	0	509	698	0	513	38	0
2	0	0	1	0	516	826	0	508	38	0
3	0	0	1	0	512	634	0	515	38	0
4	0	0	1	0	518	396	0	521	38	0
5	0	0	1	0	516	405	0	514	38	0
6	0	0	1	0	518	480	0	514	38	0
7	0	0	1	0	515	518	0	511	38	0
8	0	0	1	0	513	448	0	519	38	0
9	0	0	1	0	512	493	0	515	38	0
10	0	0	1	0	511	482	0	514	38	0
11	0	0	1	0	516	494	0	517	38	0
12	0	0	1	0	517	501	0	508	38	0
13	0	0	1	0	515	510	0	517	38	0
14	0	0	1	0	513	510	0	514	38	0
15	0	0	1	0	516	527	0	511	38	0
0	0	0	1	0	518	514	0	504	38	0
1	0	0	1	0	519	543	0	515	38	0
2	0	0	1	0	518	529	0	515	38	0
3	0	0	1	0	520	548	0	516	38	0
4	0	0	1	0	518	515	0	512	38	0
5	0	0	1	0	512	579	0	519	38	0
6	0	0	1	0	514	560	0	517	38	0
7	0	0	1	0	519	605	0	513	38	0
8	0	0	1	0	515	588	0	511	38	0
9	0	0	1	0	519	598	0	516	38	0
10	0	0	1	0	512	546	0	516	38	0
11	0	0	1	0	511	569	0	510	38	0
12	0	0	1	0	505	502	0	512	38	0
13	0	0	1	0	521	489	0	510	38	0
14	0	0	1	0	514	481	0	514	38	0
15	0	0	1	0	512	480	0	518	38	0
0	0	0	1	0	515	451	0	524	38	0
1	0	0	1	0	517	436	0	513	38	0
2	0	0	1	0	513	431	0	510	38	0
3	0	0	1	0	516	459	0	516	39	0
4	0	0	1	0	515	435	0	522	38	0
5	0	0	1	0	512	491	0	511	38	0
6	0	0	1	0	510	451	0	513	38	0
7	0	0	1	0	519	484	0	510	38	0
8	0	0	1	0	515	488	0	504	38	0
9	0	0	1	0	518	478	0	516	38	0
10	0	0	1	0	519	461	0	509	38	0
11	0	0	1	0	510	506	0	518	38	0
12	0	0	1	0	518	506	0	513	38	0
13	0	0	1	0	513	499	0	513	39	0
14	0	0	1	0	516	511	0	515	39	0
15	0	0	1	0	518	505	0	519	39	0
0	0	0	1	0	509	519	0	518	38	0
1	0	0	1	0	514	512	0	520	38	0
2	0	0	1	0	515	489	0	513	38	0
3	0	0	1	0	519	511	0	513	38	0
4	0	0	1	0	516	510	0	516	38	0
5	0	0	1	0	516	501	0	519	38	0
6	0	0	1	0	513	527	0	518	38	0
7	0	0	1	0	515	531	0	519	38	0
8	0	0	1	0	516	503	0	519	38	0
9	0	0	1	0	511	557	0	511	38	0
10	0	0	1	0	513	513	0	520	38	0
11	0	0	1	0	516	546	0	517	38	0
12	0	0	1	0	518	512	0	515	37	0
13	0	0	1	0	513	530	0	511	38	0
14	0	0	1	0	518	546	0	511	38	0
15	0	0	1	0	519	509	0	513	38	0
0	0	0	1	0	516	506	0	514	38	0
1	0	0	1	0	510	535	0	518	38	0
2	0	0	1	0	510	474	0	511	38	0
3	0	0	1	0	512	530	0	517	38	0
4	0	0	1	0	515	496	0	514	37	0
5	0	0	1	0	518	526	0	510	38	0
6	0	0	1	0	518	512	0	513	38	0
7	0	0	1	0	513	488	0	509	38	0
8	0	0	1	0	515	440	0	510	38	0
9	0	0	1	0	509	635	0	513	38	0
10	0	0	1	0	519	788	0	510	38	0
11	0	0	1	0	519	764	0	518	38	0
12	0	0	1	0	516	482	0	509	38	0
13	0	0	1	0	522	374	0	517	38	0
14	0	0	1	0	513	428	0	519	38	0
15	0	0	1	0	512	509	0	516	39	0
0	0	0	1	0	517	484	0	513	38	0
1	0	0	1	0	521	487	0	512	38	0
2	0	0	1	0	514	474	0	507	38	0
3	0	0	1	0	512	507	0	509	38	0
4	0	0	1	0	521	499	0	504	38	0
5	0	0	1	0	514	508	0	510	38	0
6	0	0	1	0	515	504	0	509	38	0
7	0	0	1	0	512	489	0	507	38	0
8	0	0	1	0	522	498	0	513	39	0
9	0	0	1	0	511	531	0	514	38	0
10	0	0	1	0	515	525	0	509	39	0
11	0	0	1	0	516	532	0	515	38	0
12	0	0	1	0	517	530	0	507	38	0
13	0	0	1	0	512	572	0	510	38	0
14	0	0	1	0	513	552	0	516	38	0
15	0	0	1	0	517	561	0	510	38	0
0	0	0	1	0	510	591	0	507	38	0
1	0	0	1	0	517	570	0	508	38	0
2	0	0	1	0	518	590	0	513	38	0
3	0	0	1	0	520	545	0	514	38	0
4	0	0	1	0	515	503	0	513	38	0
5	0	0	1	0	519	528	0	513	38	0
6	0	0	1	0	513	467	0	510	38	0
7	0	0	1	0	519	476	0	505	38	0
8	0	0	1	0	514	474	0	510	38	0
9	0	0	1	0	512	435	0	508	38	0
10	0	0	1	0	516	420	0	513	38	0
11	0	0	1	0	513	455	0	510	38	0
12	0	0	1	0	513	440	0	513	38	0
13	0	0	1	0	512	456	0	513	38	0
14	0	0	1	0	520	455	0	507	38	0
15	0	0	1	0	511	476	0	509	38	0
0	0	0	1	0	516	450	0	516	38	0
1	0	0	1	0	517	474	0	507	38	0
2	0	0	1	0	519	490	0	508	38	0
3	0	0	1	0	510	504	0	511	38	0
4	0	0	1	0	525	474	0	510	38	0
5	0	0	1	0	518	506	0	508	38	0
6	0	0	1	0	510	487	0	516	38	0
7	0	0	1	0	514	526	0	515	38	0
8	0	0	1	0	511	507	0	507	38	0
9	0	0	1	0	520	511	0	506	38	0
10	0	0	1	0	513	498	0	513	38	0
11	0	0	1	0	512	504	0	513	38	0
12	0	0	1	0	513	479	0	507	38	0
13	0	0	1	0	516	527	0	516	39	0
14	0	0	1	0	510	523	0	530	38	0
15	0	0	1	0	515	531	0	519	38	0
0	0	0	1	0	513	523	0	512	38	0
1	0	0	1	0	519	525	0	516	38	0
2	0	0	1	0	517	502	0	516	38	0
3	0	0	1	0	518	551	0	513	38	0
4	0	0	1	0	522	519	0	513	38	0
5	0	0	1	0	513	544	0	504	38	0
6	0	0	1	0	520	522	0	514	38	0
7	0	0	1	0	511	515	0	512	38	0
8	0	0	1	0	518	512	0	507	38	0
9	0	0	1	0	520	543	0	516	38	0
10	0	0	1	0	515	467	0	513	38	0
11	0	0	1	0	514	496	0	509	38	0
12	0	0	1	0	525	504	0	507	38	0
13	0	0	1	0	508	531	0	514	38	0
14	0	0	1	0	516	499	0	512	38	0
15	0	0	1	0	519	485	0	519	38	0
0	0	0	1	0	512	459	0	512	38	0
1	0	0	1	0	521	636	0	514	39	0
2	0	0	1	0	518	800	0	510	38	0
3	0	0	1	0	507	684	0	514	38	0
4	0	0	1	0	512	423	0	516	38	0
5	0	0	1	0	518	402	0	512	38	0
6	0	0	1	0	511	472	0	517	38	0
7	0	0	1	0	515	500	0	510	38	0
8	0	0	1	0	519	481	0	509	38	0
9	0	0	1	0	514	472	0	514	38	0
10	0	0	1	0	519	483	0	516	38	0
11	0	0	1	0	510	481	0	518	38	0
12	0	0	1	0	518	480	0	517	38	0
13	0	0	1	0	513	514	0	518	38	0
14	0	0	1	0	519	499	0	505	38	0
15	0	0	1	0	512	525	0	513	38	0
0	0	0	1	0	520	516	0	507	38	0
1	0	0	1	0	518	531	0	523	38	0
2	0	0	1	0	511	521	0	516	38	0
3	0	0	1	0	519	543	0	516	38	0
4	0	0	1	0	518	558	0	508	38	0
5	0	0	1	0	519	593	0	514	38	0
6	0	0	1	0	511	567	0	513	38	0
7	0	0	1	0	516	594	0	515	38	0
8	0	0	1	0	510	575	0	520	38	0
9	0	0	1	0	516	604	0	515	38	0
10	0	0	1	0	511	560	0	518	38	0
11	0	0	1	0	518	552	0	512	38	0
12	0	0	1	0	513	544	0	515	38	0
13	0	0	1	0	515	515	0	506	38	0
14	0	0	1	0	516	480	0	519	38	0
15	0	0	1	0	523	477	0	519	38	0
0	0	0	1	0	511	415	0	519	38	0
1	0	0	1	0	515	458	0	518	38	0
2	0	0	1	0	515	460	0	519	38	0
3	0	0	1	0	516	450	0	514	38	0
4	0	0	1	0	515	437	0	513	38	0
5	0	0	1	0	512	444	0	519	38	0
6	0	0	1	0	518	481	0	509	38	0
7	0	0	1	0	513	492	0	514	38	0
8	0	0	1	0	518	483	0	511	38	0
9	0	0	1	0	509	517	0	521	38	0
10	0	0	1	0	517	497	0	510	38	0
11	0	0	1	0	520	519	0	517	38	0
12	0	0	1	0	511	490	0	520	38	0
13	0	0	1	0	511	506	0	522	38	0
14	0	0	1	0	513	539	0	517	38	0
15	0	0	1	0	521	519	0	520	38	0
0	0	0	1	0	517	495	0	521	38	0
1	0	0	1	0	517	520	0	523	38	0
2	0	0	1	0	509	499	0	515	38	0
3	0	0	1	0	510	514	0	519	38	0
4	0	0	1	0	521	517	0	534	38	0
5	0	0	1	0	512	534	0	520	38	0
6	0	0	1	0	509	503	0	517	38	0
7	0	0	1	0	520	525	0	514	38	0
8	0	0	1	0	518	518	0	514	38	0
9	0	0	1	0	519	543	0	524	38	0
10	0	0	1	0	511	484	0	512	38	0
11	0	0	1	0	513	555	0	523	38	0
12	0	0	1	0	518	504	0	514	38	0
13	0	0	1	0	516	519	0	519	38	0
14	0	0	1	0	515	504	0	516	38	0
15	0	0	1	0	507	518	0	521	38	0
0	0	0	1	0	516	504	0	519	38	0
1	0	0	1	0	513	509	0	511	38	0
2	0	0	1	0	512	501	0	515	38	0
3	0	0	1	0	514	526	0	514	38	0
4	0	0	1	0	514	486	0	515	38	0
5	0	0	1	0	520	431	0	515	38	0
6	0	0	1	0	515	568	0	524	38	0
7	0	0	1	0	521	792	0	515	38	0
8	0	0	1	0	512	787	0	517	38	0
9	0	0	1	0	518	502	0	510	38	0
10	0	0	1	0	519	402	0	514	38	0
11	0	0	1	0	512	448	0	515	38	0
12	0	0	1	0	515	496	0	514	38	0
13	0	0	1	0	520	481	0	510	38	0
14	0	0	1	0	513	467	0	503	38	0
15	0	0	1	0	515	504	0	520	38	0
0	0	0	1	0	513	498	0	517	38	0
1	0	0	1	0	519	492	0	509	38	0
2	0	0	1	0	512	492	0	509	38	0
3	0	0	1	0	527	516	0	512	38	0
4	0	0	1	0	521	514	0	502	38	0
5	0	0	1	0	519	511	0	505	38	0
6	0	0	1	0	516	543	0	513	38	0
7	0	0	1	0	517	536	0	506	38	0
8	0	0	1	0	512	518	0	509	38	0
9	0	0	1	0	517	571	0	514	38	0
10	0	0	1	0	508	558	0	516	38	0
11	0	0	1	0	518	574	0	516	38	0
12	0	0	1	0	519	572	0	512	38	0
13	0	0	1	0	524	584	0	514	38	0
14	0	0	1	0	518	574	0	511	38	0
15	0	0	1	0	518	575	0	508	38	0
0	0	0	1	0	516	571	0	507	38	0
1	0	0	1	0	516	544	0	511	38	0
2	0	0	1	0	519	483	0	513	38	0
3	0	0	1	0	518	509	0	518	38	0
4	0	0	1	0	519	445	0	517	38	0
5	0	0	1	0	514	443	0	512	38	0
6	0	0	1	0	521	432	0	516	38	0
7	0	0	1	0	516	464	0	517	38	0
8	0	0	1	0	521	438	0	516	38	0
9	0	0	1	0	519	460	0	524	38	0
10	0	0	1	0	525	463	0	521	38	0
11	0	0	1	0	510	468	0	515	38	0
12	0	0	1	0	515	464	0	516	38	0
13	0	0	1	0	515	467	0	518	38	0
14	0	0	1	0	514	485	0	522	38	0
15	0	0	1	0	513	502	0	515	38	0
0	0	0	1	0	509	485	0	516	38	0
1	0	0	1	0	514	507	0	519	38	0
2	0	0	1	0	510	501	0	512	38	0
3	0	0	1	0	514	489	0	506	38	0
4	0	0	1	0	516	533	0	509	38	0
5	0	0	1	0	512	528	0	512	38	0
6	0	0	1	0	516	497	0	516	38	0
7	0	0	1	0	510	518	0	510	38	0
8	0	0	1	0	520	498	0	516	38	0
9	0	0	1	0	511	517	0	521	38	0
10	0	0	1	0	518	514	0	512	38	0
11	0	0	1	0	508	550	0	511	38	0
12	0	0	1	0	516	532	0	516	38	0
13	0	0	1	0	516	519	0	513	38	0
14	0	0	1	0	516	528	0	516	38	0
15	0	0	1	0	517	526	0	522	38	0
0	0	0	1	0	512	496	0	518	38	0
1	0	0	1	0	520	536	0	512	38	0
2	0	0	1	0	512	480	0	507	38	0
3	0	0	1	0	519	523	0	508	38	0
4	0	0	1	0	517	516	0	510	38	0
5	0	0	1	0	517	514	0	511	38	0
6	0	0	1	0	518	509	0	510	38	0
7	0	0	1	0	515	520	0	516	38	0
8	0	0	1	0	515	492	0	514	38	0
9	0	0	1	0	515	494	0	508	38	0
10	0	0	1	0	516	464	0	516	38	0
11	0	0	1	0	515	615	0	510	38	0
12	0	0	1	0	510	785	0	510	38	0
13	0	0	1	0	517	694	0	526	38	0
14	0	0	1	0	520	446	0	515	38	0
15	0	0	1	0	518	414	0	513	38	0
0	0	0	1	0	518	446	0	520	38	0
1	0	0	1	0	517	480	0	508	38	0
2	0	0	1	0	507	503	0	512	38	0
3	0	0	1	0	510	489	0	519	38	0
4	0	0	1	0	520	481	0	515	38	0
5	0	0	1	0	514	493	0	511	38	0
6	0	0	1	0	510	481	0	509	38	0
7	0	0	1	0	514	508	0	515	38	0
8	0	0	1	0	508	506	0	515	38	0
9	0	0	1	0	517	523	0	518	38	0
10	0	0	1	0	513	505	0	520	38	0
11	0	0	1	0	524	551	0	509	38	0
12	0	0	1	0	516	509	0	514	38	0
13	0	0	1	0	509	543	0	519	38	0
14	0	0	1	0	516	512	0	516	38	0
15	0	0	1	0	516	584	0	508	38	0
0	0	0	1	0	517	574	0	513	38	0
1	0	0	1	0	519	594	0	509	38	0
2	0	0	1	0	520	589	0	511	38	0
3	0	0	1	0	519	585	0	511	38	0
4	0	0	1	0	518	554	0	510	38	0
5	0	0	1	0	512	550	0	506	38	0
6	0	0	1	0	513	503	0	515	38	0
7	0	0	1	0	511	509	0	510	38	0
8	0	0	1	0	513	458	0	512	38	0
9	0	0	1	0	522	484	0	506	38	0
10	0	0	1	0	513	444	0	512	38	0
11	0	0	1	0	514	470	0	505	38	0
12	0	0	1	0	515	437	0	514	38	0
13	0	0	1	0	521	453	0	512	38	0
14	0	0	1	0	513	439	0	513	38	0
15	0	0	1	0	515	454	0	512	38	0
0	0	0	1	0	516	478	0	506	38	0
1	0	0	1	0	518	475	0	509	38	0
2	0	0	1	0	513	472	0	507	38	0
3	0	0	1	0	512	503	0	508	38	0
4	0	0	1	0	516	490	0	508	38	0
5	0	0	1	0	515	490	0	512	38	0
6	0	0	1	0	517	481	0	513	38	0
7	0	0	1	0	517	526	0	508	38	0
8	0	0	1	0	518	480	0	515	38	0
9	0	0	1	0	514	535	0	504	38	0
10	0	0	1	0	510	502	0	515	38	0
11	0	0	1	0	518	505	0	513	38	0
12	0	0	1	0	515	511	0	513	38	0
13	0	0	1	0	516	512	0	515	38	0
14	0	0	1	0	517	517	0	516	38	0
15	0	0	1	0	513	527	0	514	38	0
0	0	0	1	0	508	504	0	512	38	0
1	0	0	1	0	519	526	0	511	38	0
2	0	0	1	0	515	497	0	512	38	0
3	0	0	1	0	511	537	0	515	38	0
4	0	0	1	0	517	526	0	520	38	0
5	0	0	1	0	514	531	0	515	38	0
6	0	0	1	0	518	529	0	522	38	0
7	0	0	1	0	514	520	0	524	38	0
8	0	0	1	0	515	509	0	516	38	0
9	0	0	1	0	513	523	0	526	38	0
10	0	0	1	0	517	486	0	516	38	0
11	0	0	1	0	519	530	0	516	38	0
12	0	0	1	0	517	489	0	518	38	0
13	0	0	1	0	514	512	0	512	38	0
14	0	0	1	0	516	507	0	514	38	0
15	0	0	1	0	510	509	0	512	38	0
0	0	0	1	0	513	452	0	513	38	0
1	0	0	1	0	509	616	0	519	38	0
2	0	0	1	0	513	764	0	516	38	0
3	0	0	1	0	518	729	0	521	38	0
4	0	0	1	0	519	472	0	514	38	0
5	0	0	1	0	524	412	0	514	38	0
6	0	0	1	0	511	430	0	522	38	0
7	0	0	1	0	506	499	0	518	38	0
8	0	0	1	0	519	449	0	513	38	0
9	0	0	1	0	518	513	0	515	38	0
10	0	0	1	0	516	501	0	521	38	0
11	0	0	1	0	511	509	0	531	38	0
12	0	0	1	0	516	485	0	511	38	0
13	0	0	1	0	515	527	0	515	38	0
14	0	0	1	0	516	489	0	517	38	0
15	0	0	1	0	511	518	0	512	38	0
0	0	0	1	0	515	517	0	512	38	0
1	0	0	1	0	514	522	0	516	38	0
2	0	0	1	0	514	529	0	521	38	0
3	0	0	1	0	510	553	0	511	38	0
4	0	0	1	0	515	519	0	519	38	0
5	0	0	1	0	512	579	0	521	38	0
6	0	0	1	0	516	574	0	520	38	0
7	0	0	1	0	511	592	0	521	38	0
8	0	0	1	0	516	585	0	517	38	0
9	0	0	1	0	514	588	0	522	38	0
10	0	0	1	0	517	567	0	514	38	0
11	0	0	1	0	509	558	0	520	38	0
12	0	0	1	0	512	503	0	515	38	0
13	0	0	1	0	513	508	0	513	38	0
14	0	0	1	0	519	477	0	518	38	0
15	0	0	1	0	521	480	0	516	38	0
0	0	0	1	0	512	445	0	519	38	0
1	0	0	1	0	508	456	0	512	38	0
2	0	0	1	0	517	436	0	520	38	0
3	0	0	1	0	517	447	0	528	38	0
4	0	0	1	0	508	446	0	520	38	0
5	0	0	1	0	512	498	0	517	38	0
6	0	0	1	0	517	439	0	510	38	0
7	0	0	1	0	519	469	0	515	38	0
8	0	0	1	0	517	484	0	515	38	0
9	0	0	1	0	517	489	0	513	38	0
10	0	0	1	0	519	491	0	513	38	0
11	0	0	1	0	515	510	0	518	38	0
12	0	0	1	0	517	477	0	518	38	0
13	0	0	1	0	513	510	0	516	38	0
14	0	0	1	0	521	496	0	513	38	0
15	0	0	1	0	519	515	0	524	38	0
0	0	0	1	0	513	525	0	513	38	0
1	0	0	1	0	518	512	0	512	38	0
2	0	0	1	0	522	531	0	512	38	0
3	0	0	1	0	511	505	0	510	38	0
4	0	0	1	0	525	508	0	511	38	0
5	0	0	1	0	517	526	0	508	38	0
6	0	0	1	0	519	516	0	514	38	0
7	0	0	1	0	511	564	0	509	38	0
8	0	0	1	0	514	489	0	517	38	0
9	0	0	1	0	508	519	0	515	38	0
10	0	0	1	0	515	524	0	510	38	0
11	0	0	1	0	516	528	0	514	38	0
12	0	0	1	0	525	499	0	526	38	0
13	0	0	1	0	516	517	0	508	38	0
14	0	0	1	0	512	507	0	513	38	0
15	0	0	1	0	515	522	0	512	38	0
0	0	0	1	0	513	499	0	527	38	0
1	0	0	1	0	512	519	0	517	38	0
2	0	0	1	0	515	489	0	514	38	0
3	0	0	1	0	516	515	0	513	38	0
4	0	0	1	0	508	505	0	505	38	0
5	0	0	1	0	516	467	0	511	38	0
6	0	0	1	0	514	519	0	514	38	0
7	0	0	1	0	512	728	0	509	38	0
8	0	0	1	0	519	806	0	510	38	0
9	0	0	1	0	515	598	0	507	38	0
10	0	0	1	0	515	398	0	508	38	0
11	0	0	1	0	518	429	0	511	38	0
12	0	0	1	0	519	472	0	509	38	0
13	0	0	1	0	515	500	0	513	38	0
14	0	0	1	0	517	478	0	518	38	0
15	0	0	1	0	511	502	0	512	38	0
0	0	0	1	0	514	497	0	515	38	0
1	0	0	1	0	517	510	0	516	38	0
2	0	0	1	0	510	483	0	510	38	0
3	0	0	1	0	514	529	0	510	38	0
4	0	0	1	0	512	504	0	514	38	0
5	0	0	1	0	516	517	0	510	38	0
6	0	0	1	0	520	513	0	515	38	0
7	0	0	1	0	516	549	0	516	38	0
8	0	0	1	0	518	528	0	513	38	0
9	0	0	1	0	521	553	0	517	38	0
10	0	0	1	0	517	542	0	513	38	0
11	0	0	1	0	514	592	0	517	38	0
12	0	0	1	0	518	579	0	519	38	0
13	0	0	1	0	518	586	0	518	38	0
14	0	0	1	0	510	579	0	510	38	0
15	0	0	1	0	518	587	0	507	38	0
0	0	0	1	0	519	543	0	516	38	0
1	0	0	1	0	520	541	0	515	38	0
2	0	0	1	0	511	503	0	512	38	0
3	0	0	1	0	519	491	0	517	38	0
4	0	0	1	0	518	472	0	511	38	0
5	0	0	1	0	517	464	0	520	38	0
6	0	0	1	0	519	450	0	512	38	0
7	0	0	1	0	507	460	0	514	38	0
8	0	0	1	0	509	455	0	504	38	0
9	0	0	1	0	515	467	0	517	38	0
10	0	0	1	0	527	435	0	515	38	0
11	0	0	1	0	522	403	0	521	38	0
12	0	0	1	0	518	393	0	513	38	0
13	0	0	1	0	518	433	0	514	38	0
14	0	0	1	0	507	409	0	515	38	0
15	0	0	1	0	515	450	0	517	38	0
0	0	0	1	0	508	433	0	515	38	0
1	0	0	1	0	518	491	0	516	38	0
2	0	0	1	0	515	473	0	516	38	0
3	0	0	1	0	521	471	0	519	38	0
4	0	0	1	0	513	464	0	521	38	0
5	0	0	1	0	519	514	0	512	38	0
6	0	0	1	0	517	493	0	520	38	0
7	0	0	1	0	513	500	0	519	38	0
8	0	0	1	0	516	501	0	519	38	0
9	0	0	1	0	514	536	0	519	38	0
10	0	0	1	0	513	513	0	513	38	0
11	0	0	1	0	521	531	0	509	38	0
12	0	0	1	0	518	531	0	514	38	0
13	0	0	1	0	510	530	0	516	38	0
14	0	0	1	0	511	511	0	510	38	0
15	0	0	1	0	513	538	0	518	38	0
0	0	0	1	0	516	532	0	523	38	0
1	0	0	1	0	515	547	0	515	38	0
2	0	0	1	0	505	527	0	512	38	0
3	0	0	1	0	518	545	0	510	38	0
4	0	0	1	0	513	504	0	502	38	0
5	0	0	1	0	515	507	0	514	38	0
6	0	0	1	0	518	539	0	505	38	0
7	0	0	1	0	515	557	0	514	38	0
8	0	0	1	0	511	502	0	512	38	0
9	0	0	1	0	516	531	0	523	38	0
10	0	0	1	0	511	516	0	516	38	0
11	0	0	1	0	515	475	0	511	38	0
12	0	0	1	0	510	574	0	519	37	0
13	0	0	1	0	511	763	0	508	38	0
14	0	0	1	0	514	807	0	531	38	0
15	0	0	1	0	513	571	0	512	38	0
0	0	0	1	0	518	401	0	511	38	0
1	0	0	1	0	515	442	0	509	38	0
2	0	0	1	0	512	502	0	512	38	0
3	0	0	1	0	518	489	0	508	38	0
4	0	0	1	0	517	488	0	519	38	0
5	0	0	1	0	515	514	0	509	38	0
6	0	0	1	0	524	483	0	504	38	0
7	0	0	1	0	520	521	0	504	38	0
8	0	0	1	0	514	511	0	515	38	0
9	0	0	1	0	516	515	0	512	38	0
10	0	0	1	0	516	520	0	506	38	0
11	0	0	1	0	519	531	0	513	38	0
12	0	0	1	0	508	528	0	515	38	0
13	0	0	1	0	519	552	0	505	38	0
14	0	0	1	0	508	526	0	510	38	0
15	0	0	1	0	511	546	0	506	38	0
0	0	0	1	0	515	547	0	515	38	0
1	0	0	1	0	516	591	0	512	38	0
2	0	0	1	0	511	583	0	509	38	0
3	0	0	1	0	517	625	0	505	38	0
4	0	0	1	0	511	582	0	510	38	0
5	0	0	1	0	519	576	0	508	38	0
6	0	0	1	0	515	569	0	510	38	0
7	0	0	1	0	517	533	0	507	38	0
8	0	0	1	0	514	505	0	511	38	0
9	0	0	1	0	517	501	0	511	38	0
10	0	0	1	0	521	452	0	512	38	0
11	0	0	1	0	518	472	0	511	38	0
12	0	0	1	0	515	458	0	507	38	0
13	0	0	1	0	521	451	0	518	38	0
14	0	0	1	0	519	445	0	515	38	0
15	0	0	1	0	510	461	0	516	38	0
0	0	0	1	0	514	462	0	515	38	0
1	0	0	1	0	515	477	0	511	38	0
2	0	0	1	0	518	464	0	513	38	0
3	0	0	1	0	514	485	0	517	38	0
4	0	0	1	0	519	474	0	511	38	0
5	0	0	1	0	511	498	0	512	38	0
6	0	0	1	0	510	491	0	521	38	0
7	0	0	1	0	515	523	0	515	38	0
8	0	0	1	0	515	480	0	503	38	0
9	0	0	1	0	513	510	0	507	38	0
10	0	0	1	0	510	520	0	523	38	0
11	0	0	1	0	515	498	0	517	38	0
12	0	0	1	0	516	491	0	518	38	0
13	0	0	1	0	516	526	0	517	38	0
14	0	0	1	0	514	523	0	514	38	0
15	0	0	1	0	516	508	0	512	38	0
0	0	0	1	0	520	527	0	519	38	0
1	0	0	1	0	521	528	0	516	38	0
2	0	0	1	0	510	500	0	521	38	0
3	0	0	1	0	516	542	0	517	38	0
4	0	0	1	0	515	513	0	518	38	0
5	0	0	1	0	521	530	0	520	38	0
6	0	0	1	0	518	525	0	512	38	0
7	0	0	1	0	513	550	0	512	39	0
8	0	0	1	0	518	534	0	512	38	0
9	0	0	1	0	516	518	0	517	38	0
10	0	0	1	0	514	518	0	519	38	0
11	0	0	1	0	511	531	0	517	38	0
12	0	0	1	0	515	491	0	520	38	0
13	0	0	1	0	511	532	0	519	38	0
14	0	0	1	0	515	498	0	516	38	0
15	0	0	1	0	512	539	0	511	38	0
0	0	0	1	0	509	504	0	513	38	0
1	0	0	1	0	522	519	0	515	38	0
2	0	0	1	0	519	503	0	519	38	0
3	0	0	1	0	515	487	0	518	38	0
4	0	0	1	0	519	458	0	514	38	0
5	0	0	1	0	517	628	0	519	38	0
6	0	0	1	0	517	812	0	523	38	0
7	0	0	1	0	513	758	0	519	38	0
8	0	0	1	0	512	447	0	520	38	0
9	0	0	1	0	513	405	0	516	38	0
10	0	0	1	0	521	441	0	515	38	0
11	0	0	1	0	519	497	0	504	38	0
12	0	0	1	0	515	498	0	511	38	0
13	0	0	1	0	516	467	0	518	38	0
14	0	0	1	0	514	487	0	520	38	0
15	0	0	1	0	515	486	0	522	38	0
0	0	0	1	0	512	505	0	516	38	0
1	0	0	1	0	517	526	0	515	38	0
2	0	0	1	0	515	516	0	511	38	0
3	0	0	1	0	519	535	0	509	38	0
4	0	0	1	0	515	504	0	505	38	0
5	0	0	1	0	517	512	0	512	38	0
6	0	0	1	0	521	516	0	515	38	0
7	0	0	1	0	507	538	0	515	38	0
8	0	0	1	0	519	531	0	514	38	0
9	0	0	1	0	524	568	0	515	38	0
10	0	0	1	0	508	560	0	514	38	0
11	0	0	1	0	516	591	0	512	38	0
12	0	0	1	0	510	590	0	511	37	0
13	0	0	1	0	515	594	0	511	38	0
14	0	0	1	0	519	566	0	509	38	0
15	0	0	1	0	521	563	0	509	38	0
0	0	0	1	0	508	528	0	514	38	0
1	0	0	1	0	522	503	0	513	38	0
2	0	0	1	0	513	466	0	509	38	0
3	0	0	1	0	518	471	0	517	38	0
4	0	0	1	0	515	468	0	514	38	0
5	0	0	1	0	513	447	0	507	38	0
6	0	0	1	0	517	452	0	508	38	0
7	0	0	1	0	519	456	0	512	38	0
8	0	0	1	0	523	451	0	511	38	0
9	0	0	1	0	517	471	0	503	38	0
10	0	0	1	0	520	451	0	510	38	0
11	0	0	1	0	520	458	0	512	38	0
12	0	0	1	0	517	473	0	515	38	0
13	0	0	1	0	516	481	0	512	38	0
14	0	0	1	0	517	485	0	510	38	0
15	0	0	1	0	514	511	0	513	39	0
0	0	0	1	0	517	495	0	508	38	0
1	0	0	1	0	515	505	0	509	38	0
2	0	0	1	0	517	503	0	511	38	0
3	0	0	1	0	516	502	0	513	38	0
4	0	0	1	0	516	523	0	504	38	0
5	0	0	1	0	509	509	0	512	38	0
6	0	0	1	0	513	505	0	512	38	0
7	0	0	1	0	512	504	0	516	38	0
8	0	0	1	0	512	523	0	513	38	0
9	0	0	1	0	515	523	0	509	38	0
10	0	0	1	0	516	506	0	507	38	0
11	0	0	1	0	514	527	0	508	38	0
