nSeq	I1	I2	O1	O2	A1	A2	A3	A4	A5	A6
11	0	0	1	0	520	470	0	515	38	0
12	0	0	1	0	517	436	0	515	38	0
13	0	0	1	0	509	491	0	513	38	0
14	0	0	1	0	515	458	0	518	38	0
15	0	0	1	0	515	453	0	513	38	0
0	0	0	1	0	513	482	0	510	38	0
1	0	0	1	0	516	480	0	509	38	0
2	0	0	1	0	521	499	0	514	38	0
3	0	0	1	0	519	522	0	514	38	0
4	0	0	1	0	523	498	0	512	38	0
5	0	0	1	0	516	553	0	514	38	0
6	0	0	1	0	514	508	0	511	38	0
7	0	0	1	0	521	514	0	512	38	0
8	0	0	1	0	515	502	0	514	38	0
9	0	0	1	0	520	513	0	514	38	0
10	0	0	1	0	521	488	0	506	38	0
11	0	0	1	0	518	550	0	509	38	0
12	0	0	1	0	519	542	0	515	38	0
13	0	0	1	0	522	524	0	513	38	0
14	0	0	1	0	518	513	0	514	38	0
15	0	0	1	0	517	498	0	516	38	0
0	0	0	1	0	516	540	0	515	38	0
1	0	0	1	0	518	548	0	514	38	0
2	0	0	1	0	515	447	0	509	38	0
3	0	0	1	0	522	524	0	511	38	0
4	0	0	1	0	519	564	0	515	38	0
5	0	0	1	0	515	582	0	511	38	0
6	0	0	1	0	517	516	0	518	38	0
7	0	0	1	0	516	523	0	516	38	0
8	0	0	1	0	515	507	0	516	38	0
9	0	0	1	0	515	531	0	510	38	0
10	0	0	1	0	514	517	0	511	38	0
11	0	0	1	0	525	517	0	512	38	0
12	0	0	1	0	514	518	0	513	38	0
13	0	0	1	0	519	513	0	516	39	0
14	0	0	1	0	516	520	0	517	38	0
15	0	0	1	0	519	493	0	514	39	0
0	0	0	1	0	515	652	0	519	38	0
1	0	0	1	0	516	875	0	515	38	0
2	0	0	1	0	519	780	0	512	38	0
3	0	0	1	0	513	435	0	509	38	0
4	0	0	1	0	511	436	0	509	38	0
5	0	0	1	0	515	454	0	518	38	0
6	0	0	1	0	516	473	0	510	38	0
7	0	0	1	0	511	494	0	516	38	0
8	0	0	1	0	511	480	0	522	38	0
9	0	0	1	0	522	487	0	519	38	0
10	0	0	1	0	515	497	0	519	38	0
11	0	0	1	0	511	530	0	516	38	0
12	0	0	1	0	516	553	0	514	38	0
13	0	0	1	0	518	519	0	518	38	0
14	0	0	1	0	511	512	0	519	38	0
15	0	0	1	0	511	507	0	520	38	0
0	0	0	1	0	517	519	0	520	38	0
1	0	0	1	0	508	537	0	515	38	0
2	0	0	1	0	515	546	0	517	38	0
3	0	0	1	0	513	540	0	509	38	0
4	0	0	1	0	521	567	0	510	38	0
5	0	0	1	0	511	614	0	511	38	0
6	0	0	1	0	520	594	0	513	38	0
7	0	0	1	0	519	592	0	508	38	0
8	0	0	1	0	515	603	0	502	38	0
9	0	0	1	0	520	573	0	510	38	0
10	0	0	1	0	517	544	0	510	38	0
11	0	0	1	0	520	567	0	508	38	0
12	0	0	1	0	511	507	0	516	38	0
13	0	0	1	0	515	475	0	510	38	0
14	0	0	1	0	513	436	0	510	38	0
15	0	0	1	0	523	422	0	511	38	0
0	0	0	1	0	522	473	0	510	38	0
1	0	0	1	0	514	403	0	508	38	0
2	0	0	1	0	514	431	0	512	38	0
3	0	0	1	0	516	450	0	515	38	0
4	0	0	1	0	511	446	0	514	38	0
5	0	0	1	0	520	438	0	512	38	0
6	0	0	1	0	519	457	0	519	38	0
7	0	0	1	0	516	442	0	515	38	0
8	0	0	1	0	511	479	0	512	38	0
9	0	0	1	0	515	478	0	509	38	0
10	0	0	1	0	514	499	0	506	38	0
11	0	0	1	0	516	505	0	508	38	0
12	0	0	1	0	514	500	0	507	38	0
13	0	0	1	0	519	528	0	514	38	0
14	0	0	1	0	521	538	0	513	38	0
15	0	0	1	0	512	512	0	509	38	0
0	0	0	1	0	518	498	0	516	38	0
1	0	0	1	0	521	522	0	508	38	0
2	0	0	1	0	516	529	0	512	38	0
3	0	0	1	0	512	537	0	511	38	0
4	0	0	1	0	510	549	0	510	38	0
5	0	0	1	0	517	527	0	512	38	0
6	0	0	1	0	513	546	0	507	38	0
7	0	0	1	0	522	510	0	514	38	0
8	0	0	1	0	515	553	0	514	38	0
9	0	0	1	0	515	534	0	508	38	0
10	0	0	1	0	515	522	0	520	38	0
11	0	0	1	0	518	556	0	514	38	0
12	0	0	1	0	516	508	0	510	38	0
13	0	0	1	0	509	536	0	508	39	0
14	0	0	1	0	519	511	0	511	38	0
15	0	0	1	0	512	528	0	511	38	0
0	0	0	1	0	518	545	0	511	38	0
1	0	0	1	0	518	503	0	514	38	0
2	0	0	1	0	511	469	0	514	38	0
3	0	0	1	0	520	631	0	515	38	0
4	0	0	1	0	516	850	0	516	38	0
5	0	0	1	0	513	775	0	519	38	0
6	0	0	1	0	513	478	0	513	38	0
7	0	0	1	0	515	428	0	515	38	0
8	0	0	1	0	514	449	0	516	38	0
9	0	0	1	0	515	495	0	512	38	0
10	0	0	1	0	516	467	0	510	38	0
11	0	0	1	0	524	476	0	511	38	0
12	0	0	1	0	516	510	0	500	38	0
13	0	0	1	0	515	485	0	515	38	0
14	0	0	1	0	513	492	0	513	38	0
15	0	0	1	0	514	512	0	511	38	0
0	0	0	1	0	511	525	0	513	38	0
1	0	0	1	0	514	521	0	516	38	0
2	0	0	1	0	513	515	0	512	38	0
3	0	0	1	0	523	524	0	512	38	0
4	0	0	1	0	510	546	0	515	38	0
5	0	0	1	0	516	536	0	515	38	0
6	0	0	1	0	519	561	0	518	38	0
7	0	0	1	0	516	563	0	517	38	0
8	0	0	1	0	519	590	0	516	38	0
9	0	0	1	0	517	589	0	512	38	0
10	0	0	1	0	519	596	0	513	38	0
11	0	0	1	0	519	601	0	513	38	0
12	0	0	1	0	515	585	0	511	38	0
13	0	0	1	0	512	584	0	516	38	0
14	0	0	1	0	513	540	0	523	38	0
15	0	0	1	0	510	514	0	511	38	0
0	0	0	1	0	511	492	0	504	38	0
1	0	0	1	0	505	462	0	507	38	0
2	0	0	1	0	511	450	0	510	38	0
3	0	0	1	0	515	433	0	513	38	0
4	0	0	1	0	519	433	0	507	38	0
5	0	0	1	0	512	456	0	514	38	0
6	0	0	1	0	519	439	0	512	38	0
7	0	0	1	0	508	463	0	520	38	0
8	0	0	1	0	515	454	0	516	38	0
9	0	0	1	0	511	448	0	516	38	0
10	0	0	1	0	512	476	0	511	38	0
11	0	0	1	0	510	478	0	516	38	0
12	0	0	1	0	515	472	0	513	38	0
13	0	0	1	0	514	481	0	515	38	0
14	0	0	1	0	512	488	0	520	38	0
15	0	0	1	0	511	496	0	516	38	0
0	0	0	1	0	510	520	0	515	38	0
1	0	0	1	0	515	504	0	510	38	0
2	0	0	1	0	511	497	0	519	38	0
3	0	0	1	0	519	494	0	511	38	0
4	0	0	1	0	513	510	0	511	38	0
5	0	0	1	0	518	504	0	521	38	0
6	0	0	1	0	515	508	0	512	38	0
7	0	0	1	0	516	512	0	513	38	0
8	0	0	1	0	516	485	0	517	38	0
9	0	0	1	0	521	497	0	524	38	0
10	0	0	1	0	512	474	0	520	38	0
11	0	0	1	0	516	513	0	521	38	0
12	0	0	1	0	512	486	0	518	38	0
13	0	0	1	0	510	495	0	518	38	0
14	0	0	1	0	515	494	0	518	38	0
15	0	0	1	0	523	488	0	512	38	0
0	0	0	1	0	521	500	0	519	38	0
1	0	0	1	0	520	523	0	517	38	0
2	0	0	1	0	514	482	0	519	38	0
3	0	0	1	0	521	492	0	510	38	0
4	0	0	1	0	513	680	0	517	38	0
5	0	0	1	0	515	907	0	511	38	0
6	0	0	1	0	520	753	0	521	38	0
7	0	0	1	0	518	429	0	527	38	0
8	0	0	1	0	524	403	0	516	38	0
9	0	0	1	0	514	461	0	528	38	0
10	0	0	1	0	515	478	0	513	38	0
11	0	0	1	0	518	478	0	515	38	0
12	0	0	1	0	509	485	0	521	38	0
13	0	0	1	0	519	512	0	523	38	0
14	0	0	1	0	512	521	0	516	38	0
15	0	0	1	0	515	537	0	518	38	0
0	0	0	1	0	513	507	0	520	38	0
1	0	0	1	0	513	511	0	519	38	0
2	0	0	1	0	514	508	0	510	38	0
3	0	0	1	0	514	505	0	509	38	0
4	0	0	1	0	518	520	0	514	38	0
5	0	0	1	0	515	536	0	515	38	0
6	0	0	1	0	520	547	0	516	38	0
7	0	0	1	0	512	564	0	515	38	0
8	0	0	1	0	516	582	0	516	38	0
9	0	0	1	0	518	610	0	512	38	0
10	0	0	1	0	512	594	0	509	38	0
11	0	0	1	0	511	595	0	511	38	0
12	0	0	1	0	508	613	0	506	38	0
13	0	0	1	0	518	598	0	512	38	0
14	0	0	1	0	513	570	0	507	38	0
15	0	0	1	0	515	546	0	510	38	0
0	0	0	1	0	510	497	0	508	38	0
1	0	0	1	0	514	483	0	508	38	0
2	0	0	1	0	514	462	0	511	38	0
3	0	0	1	0	522	446	0	517	38	0
4	0	0	1	0	515	451	0	508	38	0
5	0	0	1	0	520	452	0	512	39	0
6	0	0	1	0	518	463	0	514	39	0
7	0	0	1	0	513	448	0	511	39	0
8	0	0	1	0	509	460	0	494	38	0
9	0	0	1	0	514	472	0	510	39	0
10	0	0	1	0	513	478	0	515	39	0
11	0	0	1	0	517	477	0	516	39	0
12	0	0	1	0	511	475	0	506	39	0
13	0	0	1	0	521	491	0	509	39	0
14	0	0	1	0	512	502	0	510	38	0
15	0	0	1	0	513	509	0	517	39	0
0	0	0	1	0	522	494	0	508	38	0
1	0	0	1	0	521	512	0	510	38	0
2	0	0	1	0	512	502	0	513	38	0
3	0	0	1	0	510	511	0	514	38	0
4	0	0	1	0	514	509	0	520	38	0
5	0	0	1	0	514	503	0	518	38	0
6	0	0	1	0	511	523	0	522	38	0
7	0	0	1	0	519	511	0	520	38	0
8	0	0	1	0	518	513	0	515	38	0
9	0	0	1	0	524	539	0	515	38	0
10	0	0	1	0	520	526	0	515	38	0
11	0	0	1	0	514	517	0	516	38	0
12	0	0	1	0	509	540	0	517	38	0
13	0	0	1	0	521	536	0	513	38	0
14	0	0	1	0	513	516	0	514	38	0
15	0	0	1	0	519	519	0	515	38	0
0	0	0	1	0	517	547	0	518	38	0
1	0	0	1	0	508	494	0	509	38	0
2	0	0	1	0	515	517	0	515	38	0
3	0	0	1	0	517	541	0	514	38	0
4	0	0	1	0	515	518	0	509	38	0
5	0	0	1	0	517	492	0	514	39	0
6	0	0	1	0	511	536	0	520	39	0
7	0	0	1	0	521	530	0	519	39	0
8	0	0	1	0	512	520	0	518	39	0
9	0	0	1	0	512	474	0	517	39	0
10	0	0	1	0	514	518	0	507	39	0
11	0	0	1	0	516	732	0	504	39	0
12	0	0	1	0	513	916	0	518	39	0
13	0	0	1	0	518	670	0	516	39	0
14	0	0	1	0	520	407	0	519	39	0
15	0	0	1	0	512	400	0	515	39	0
0	0	0	1	0	517	465	0	512	39	0
1	0	0	1	0	515	472	0	510	39	0
2	0	0	1	0	511	488	0	518	39	0
3	0	0	1	0	520	460	0	515	38	0
4	0	0	1	0	514	502	0	520	38	0
5	0	0	1	0	511	486	0	512	37	0
6	0	0	1	0	517	510	0	510	38	0
7	0	0	1	0	511	513	0	512	38	0
8	0	0	1	0	519	522	0	509	37	0
9	0	0	1	0	517	513	0	509	38	0
10	0	0	1	0	524	518	0	512	38	0
11	0	0	1	0	514	525	0	501	38	0
12	0	0	1	0	511	527	0	517	37	0
13	0	0	1	0	513	550	0	514	38	0
14	0	0	1	0	515	560	0	513	38	0
15	0	0	1	0	519	567	0	509	38	0
0	0	0	1	0	513	576	0	523	38	0
1	0	0	1	0	512	595	0	513	39	0
2	0	0	1	0	519	590	0	507	39	0
3	0	0	1	0	522	593	0	511	39	0
4	0	0	1	0	512	575	0	512	38	0
5	0	0	1	0	519	556	0	507	39	0
6	0	0	1	0	515	534	0	511	39	0
7	0	0	1	0	516	503	0	511	39	0
8	0	0	1	0	513	494	0	508	39	0
9	0	0	1	0	516	449	0	505	39	0
10	0	0	1	0	523	450	0	509	39	0
11	0	0	1	0	518	442	0	515	39	0
12	0	0	1	0	521	451	0	504	38	0
13	0	0	1	0	513	432	0	510	38	0
14	0	0	1	0	518	448	0	509	38	0
15	0	0	1	0	514	466	0	515	38	0
0	0	0	1	0	514	503	0	502	38	0
1	0	0	1	0	510	494	0	514	38	0
2	0	0	1	0	515	489	0	514	38	0
3	0	0	1	0	515	510	0	504	38	0
4	0	0	1	0	513	514	0	511	38	0
5	0	0	1	0	515	496	0	512	38	0
6	0	0	1	0	513	500	0	518	38	0
7	0	0	1	0	519	518	0	517	38	0
8	0	0	1	0	514	511	0	517	38	0
9	0	0	1	0	516	508	0	515	38	0
10	0	0	1	0	512	518	0	517	38	0
11	0	0	1	0	510	515	0	512	38	0
12	0	0	1	0	520	502	0	525	38	0
13	0	0	1	0	520	493	0	517	38	0
14	0	0	1	0	515	507	0	527	38	0
15	0	0	1	0	519	512	0	517	39	0
0	0	0	1	0	511	514	0	516	38	0
1	0	0	1	0	515	500	0	519	38	0
2	0	0	1	0	518	513	0	510	38	0
3	0	0	1	0	517	525	0	516	38	0
4	0	0	1	0	516	510	0	512	38	0
5	0	0	1	0	510	498	0	503	39	0
6	0	0	1	0	514	521	0	512	38	0
7	0	0	1	0	515	513	0	515	38	0
8	0	0	1	0	510	504	0	516	38	0
9	0	0	1	0	516	525	0	513	39	0
10	0	0	1	0	513	506	0	508	38	0
11	0	0	1	0	513	508	0	510	38	0
12	0	0	1	0	515	513	0	520	38	0
13	0	0	1	0	520	511	0	519	38	0
14	0	0	1	0	518	495	0	511	38	0
15	0	0	1	0	510	514	0	512	38	0
0	0	0	1	0	518	512	0	510	38	0
1	0	0	1	0	513	508	0	513	38	0
2	0	0	1	0	515	451	0	510	38	0
3	0	0	1	0	512	524	0	510	38	0
4	0	0	1	0	516	738	0	518	38	0
5	0	0	1	0	512	911	0	515	38	0
6	0	0	1	0	514	666	0	517	38	0
7	0	0	1	0	521	389	0	519	38	0
8	0	0	1	0	518	405	0	513	38	0
9	0	0	1	0	513	441	0	515	38	0
10	0	0	1	0	506	481	0	510	38	0
11	0	0	1	0	519	458	0	512	38	0
12	0	0	1	0	511	487	0	511	38	0
13	0	0	1	0	510	481	0	516	38	0
14	0	0	1	0	514	504	0	516	38	0
15	0	0	1	0	519	498	0	515	38	0
0	0	0	1	0	518	513	0	514	38	0
1	0	0	1	0	515	493	0	516	38	0
2	0	0	1	0	514	524	0	511	38	0
3	0	0	1	0	521	514	0	515	38	0
4	0	0	1	0	505	520	0	514	39	0
5	0	0	1	0	512	529	0	504	39	0
6	0	0	1	0	516	536	0	513	39	0
7	0	0	1	0	511	549	0	521	38	0
8	0	0	1	0	520	564	0	517	38	0
9	0	0	1	0	513	567	0	515	38	0
10	0	0	1	0	511	587	0	518	38	0
11	0	0	1	0	518	589	0	516	38	0
12	0	0	1	0	514	595	0	507	38	0
13	0	0	1	0	515	579	0	511	38	0
14	0	0	1	0	509	565	0	511	39	0
15	0	0	1	0	516	526	0	510	38	0
0	0	0	1	0	515	506	0	509	38	0
1	0	0	1	0	508	468	0	515	38	0
2	0	0	1	0	513	445	0	510	38	0
3	0	0	1	0	518	445	0	513	38	0
4	0	0	1	0	520	446	0	516	38	0
5	0	0	1	0	519	435	0	513	38	0
6	0	0	1	0	519	438	0	524	38	0
7	0	0	1	0	521	446	0	517	38	0
8	0	0	1	0	519	467	0	507	38	0
9	0	0	1	0	521	451	0	517	39	0
10	0	0	1	0	511	491	0	512	38	0
11	0	0	1	0	514	468	0	515	38	0
12	0	0	1	0	518	490	0	503	38	0
13	0	0	1	0	515	481	0	512	38	0
14	0	0	1	0	518	512	0	507	38	0
15	0	0	1	0	521	496	0	509	38	0
0	0	0	1	0	510	507	0	515	38	0
1	0	0	1	0	519	509	0	516	39	0
2	0	0	1	0	512	507	0	510	39	0
3	0	0	1	0	512	491	0	518	39	0
4	0	0	1	0	508	501	0	509	38	0
5	0	0	1	0	513	496	0	514	39	0
6	0	0	1	0	514	523	0	526	39	0
7	0	0	1	0	519	501	0	514	39	0
8	0	0	1	0	516	515	0	517	38	0
9	0	0	1	0	510	507	0	514	39	0
10	0	0	1	0	516	518	0	518	38	0
11	0	0	1	0	519	523	0	517	38	0
12	0	0	1	0	506	520	0	522	38	0
13	0	0	1	0	517	510	0	521	38	0
14	0	0	1	0	521	519	0	516	39	0
15	0	0	1	0	511	526	0	509	39	0
0	0	0	1	0	523	548	0	522	38	0
1	0	0	1	0	513	526	0	515	38	0
2	0	0	1	0	514	547	0	517	38	0
3	0	0	1	0	512	542	0	515	38	0
4	0	0	1	0	516	542	0	514	38	0
5	0	0	1	0	518	529	0	515	38	0
6	0	0	1	0	518	519	0	514	38	0
7	0	0	1	0	515	531	0	519	38	0
8	0	0	1	0	514	531	0	518	38	0
9	0	0	1	0	514	515	0	513	38	0
10	0	0	1	0	521	545	0	516	38	0
11	0	0	1	0	513	504	0	515	38	0
12	0	0	1	0	515	531	0	515	38	0
13	0	0	1	0	517	509	0	521	38	0
14	0	0	1	0	511	498	0	516	38	0
15	0	0	1	0	514	468	0	509	38	0
0	0	0	1	0	520	607	0	515	38	0
1	0	0	1	0	518	823	0	506	39	0
2	0	0	1	0	515	842	0	514	39	0
3	0	0	1	0	516	481	0	515	39	0
4	0	0	1	0	518	424	0	513	39	0
5	0	0	1	0	512	444	0	510	39	0
6	0	0	1	0	516	484	0	507	38	0
7	0	0	1	0	515	490	0	519	38	0
8	0	0	1	0	513	481	0	512	38	0
9	0	0	1	0	521	471	0	513	38	0
10	0	0	1	0	513	488	0	510	38	0
11	0	0	1	0	518	488	0	513	38	0
12	0	0	1	0	517	510	0	512	38	0
13	0	0	1	0	517	511	0	518	38	0
14	0	0	1	0	510	523	0	515	38	0
15	0	0	1	0	519	514	0	513	38	0
0	0	0	1	0	515	525	0	513	38	0
1	0	0	1	0	516	502	0	516	38	0
2	0	0	1	0	516	528	0	516	38	0
3	0	0	1	0	517	533	0	512	38	0
4	0	0	1	0	509	580	0	519	38	0
5	0	0	1	0	516	592	0	517	38	0
6	0	0	1	0	513	612	0	504	38	0
7	0	0	1	0	516	589	0	507	38	0
8	0	0	1	0	521	595	0	513	38	0
9	0	0	1	0	518	562	0	518	38	0
10	0	0	1	0	515	565	0	513	38	0
11	0	0	1	0	515	545	0	512	38	0
12	0	0	1	0	515	526	0	516	38	0
13	0	0	1	0	515	484	0	525	38	0
14	0	0	1	0	521	441	0	515	38	0
15	0	0	1	0	517	448	0	515	39	0
0	0	0	1	0	519	454	0	514	38	0
1	0	0	1	0	521	420	0	521	39	0
2	0	0	1	0	513	445	0	520	38	0
3	0	0	1	0	513	440	0	516	38	0
4	0	0	1	0	515	441	0	513	38	0
5	0	0	1	0	511	451	0	515	38	0
6	0	0	1	0	519	476	0	517	38	0
7	0	0	1	0	516	458	0	518	38	0
8	0	0	1	0	513	493	0	522	38	0
9	0	0	1	0	520	489	0	512	38	0
10	0	0	1	0	514	498	0	513	38	0
11	0	0	1	0	511	492	0	512	38	0
12	0	0	1	0	509	501	0	515	38	0
13	0	0	1	0	513	484	0	515	39	0
14	0	0	1	0	516	505	0	518	39	0
15	0	0	1	0	521	520	0	505	39	0
0	0	0	1	0	512	504	0	517	38	0
1	0	0	1	0	515	497	0	518	38	0
2	0	0	1	0	513	519	0	518	38	0
3	0	0	1	0	515	496	0	521	38	0
4	0	0	1	0	519	506	0	519	38	0
5	0	0	1	0	512	521	0	524	38	0
6	0	0	1	0	519	506	0	520	38	0
7	0	0	1	0	513	512	0	516	38	0
8	0	0	1	0	516	542	0	508	38	0
9	0	0	1	0	512	527	0	521	39	0
10	0	0	1	0	517	523	0	513	39	0
11	0	0	1	0	511	512	0	513	39	0
12	0	0	1	0	509	519	0	512	38	0
13	0	0	1	0	523	539	0	514	38	0
14	0	0	1	0	514	556	0	511	38	0
15	0	0	1	0	517	536	0	513	38	0
0	0	0	1	0	518	545	0	508	38	0
1	0	0	1	0	518	531	0	509	38	0
2	0	0	1	0	518	529	0	512	38	0
3	0	0	1	0	515	510	0	513	38	0
4	0	0	1	0	513	516	0	514	38	0
5	0	0	1	0	521	524	0	507	38	0
6	0	0	1	0	513	515	0	509	38	0
7	0	0	1	0	510	505	0	516	38	0
8	0	0	1	0	515	529	0	512	38	0
9	0	0	1	0	512	500	0	508	38	0
10	0	0	1	0	523	471	0	507	38	0
11	0	0	1	0	515	595	0	512	38	0
12	0	0	1	0	513	856	0	508	38	0
13	0	0	1	0	512	839	0	510	38	0
14	0	0	1	0	511	488	0	507	38	0
15	0	0	1	0	518	392	0	510	39	0
0	0	0	1	0	518	436	0	505	39	0
1	0	0	1	0	510	461	0	532	39	0
2	0	0	1	0	512	478	0	509	39	0
3	0	0	1	0	516	463	0	507	39	0
4	0	0	1	0	515	487	0	510	39	0
5	0	0	1	0	519	479	0	515	39	0
6	0	0	1	0	513	498	0	511	39	0
7	0	0	1	0	511	498	0	512	39	0
8	0	0	1	0	523	516	0	514	38	0
9	0	0	1	0	516	511	0	511	38	0
10	0	0	1	0	526	523	0	507	38	0
11	0	0	1	0	515	523	0	512	38	0
12	0	0	1	0	504	547	0	512	37	0
13	0	0	1	0	517	525	0	509	38	0
14	0	0	1	0	509	561	0	512	39	0
15	0	0	1	0	513	568	0	511	38	0
0	0	0	1	0	509	576	0	503	39	0
1	0	0	1	0	515	591	0	509	38	0
2	0	0	1	0	519	604	0	510	38	0
3	0	0	1	0	512	592	0	511	38	0
4	0	0	1	0	513	604	0	518	38	0
5	0	0	1	0	517	555	0	515	38	0
6	0	0	1	0	516	550	0	507	38	0
7	0	0	1	0	516	488	0	511	38	0
8	0	0	1	0	511	500	0	511	38	0
9	0	0	1	0	517	470	0	512	38	0
10	0	0	1	0	514	450	0	512	38	0
11	0	0	1	0	511	444	0	511	38	0
12	0	0	1	0	512	441	0	517	38	0
13	0	0	1	0	516	431	0	514	38	0
14	0	0	1	0	516	450	0	505	38	0
15	0	0	1	0	511	426	0	505	39	0
0	0	0	1	0	516	453	0	520	38	0
1	0	0	1	0	513	448	0	518	38	0
2	0	0	1	0	510	473	0	519	38	0
3	0	0	1	0	519	473	0	510	38	0
4	0	0	1	0	512	487	0	511	38	0
5	0	0	1	0	511	480	0	512	38	0
6	0	0	1	0	510	512	0	515	38	0
7	0	0	1	0	514	480	0	514	38	0
8	0	0	1	0	521	514	0	510	38	0
9	0	0	1	0	519	480	0	511	38	0
10	0	0	1	0	518	510	0	515	38	0
11	0	0	1	0	515	516	0	515	38	0
12	0	0	1	0	510	519	0	514	38	0
13	0	0	1	0	514	487	0	518	38	0
14	0	0	1	0	517	513	0	511	38	0
15	0	0	1	0	516	495	0	519	38	0
0	0	0	1	0	518	524	0	512	38	0
1	0	0	1	0	516	500	0	508	38	0
2	0	0	1	0	516	521	0	513	38	0
3	0	0	1	0	513	508	0	506	38	0
4	0	0	1	0	508	530	0	513	38	0
5	0	0	1	0	510	509	0	514	38	0
6	0	0	1	0	512	535	0	513	38	0
7	0	0	1	0	516	526	0	512	38	0
8	0	0	1	0	515	528	0	515	38	0
9	0	0	1	0	514	521	0	505	38	0
10	0	0	1	0	511	529	0	513	38	0
11	0	0	1	0	511	489	0	511	38	0
12	0	0	1	0	521	502	0	519	38	0
13	0	0	1	0	514	505	0	518	38	0
14	0	0	1	0	524	531	0	518	38	0
15	0	0	1	0	516	491	0	514	38	0
0	0	0	1	0	519	522	0	516	38	0
1	0	0	1	0	524	497	0	513	38	0
2	0	0	1	0	516	462	0	515	38	0
3	0	0	1	0	516	513	0	516	38	0
4	0	0	1	0	518	708	0	514	38	0
5	0	0	1	0	513	891	0	517	38	0
6	0	0	1	0	509	680	0	518	38	0
7	0	0	1	0	519	384	0	517	38	0
8	0	0	1	0	516	399	0	515	38	0
9	0	0	1	0	510	445	0	516	38	0
10	0	0	1	0	520	466	0	515	38	0
11	0	0	1	0	524	461	0	515	38	0
12	0	0	1	0	519	488	0	508	38	0
13	0	0	1	0	516	475	0	522	38	0
14	0	0	1	0	515	483	0	515	38	0
15	0	0	1	0	527	483	0	514	38	0
0	0	0	1	0	511	516	0	511	38	0
1	0	0	1	0	514	498	0	515	38	0
2	0	0	1	0	521	521	0	522	38	0
3	0	0	1	0	515	518	0	515	38	0
4	0	0	1	0	519	521	0	514	38	0
5	0	0	1	0	511	523	0	519	38	0
6	0	0	1	0	521	560	0	505	38	0
7	0	0	1	0	516	550	0	508	38	0
8	0	0	1	0	516	579	0	515	38	0
9	0	0	1	0	510	571	0	518	38	0
10	0	0	1	0	514	588	0	512	38	0
11	0	0	1	0	513	587	0	515	38	0
12	0	0	1	0	517	590	0	514	38	0
13	0	0	1	0	517	574	0	508	39	0
14	0	0	1	0	520	560	0	513	38	0
15	0	0	1	0	510	521	0	511	38	0
0	0	0	1	0	520	512	0	507	38	0
1	0	0	1	0	519	463	0	507	38	0
2	0	0	1	0	514	464	0	504	38	0
3	0	0	1	0	513	430	0	510	39	0
4	0	0	1	0	515	427	0	510	38	0
5	0	0	1	0	515	447	0	510	38	0
6	0	0	1	0	520	451	0	515	38	0
7	0	0	1	0	511	446	0	513	38	0
8	0	0	1	0	512	451	0	510	38	0
9	0	0	1	0	513	455	0	518	38	0
10	0	0	1	0	519	467	0	510	38	0
11	0	0	1	0	512	466	0	518	39	0
12	0	0	1	0	519	496	0	511	39	0
13	0	0	1	0	520	469	0	519	39	0
14	0	0	1	0	513	487	0	513	39	0
15	0	0	1	0	512	495	0	511	39	0
0	0	0	1	0	512	515	0	508	38	0
1	0	0	1	0	517	506	0	512	38	0
2	0	0	1	0	509	509	0	507	38	0
3	0	0	1	0	514	496	0	516	38	0
4	0	0	1	0	508	516	0	515	38	0
5	0	0	1	0	513	502	0	518	38	0
6	0	0	1	0	519	511	0	515	38	0
7	0	0	1	0	519	510	0	514	38	0
8	0	0	1	0	518	532	0	516	38	0
9	0	0	1	0	518	503	0	520	38	0
10	0	0	1	0	518	528	0	512	38	0
11	0	0	1	0	515	511	0	519	38	0
12	0	0	1	0	524	539	0	510	38	0
13	0	0	1	0	507	517	0	516	38	0
14	0	0	1	0	520	536	0	515	38	0
15	0	0	1	0	511	500	0	516	39	0
0	0	0	1	0	516	521	0	520	38	0
1	0	0	1	0	520	496	0	511	39	0
2	0	0	1	0	515	522	0	508	39	0
3	0	0	1	0	512	508	0	515	39	0
4	0	0	1	0	518	525	0	506	39	0
5	0	0	1	0	514	497	0	511	39	0
6	0	0	1	0	520	518	0	523	39	0
7	0	0	1	0	509	492	0	511	39	0
8	0	0	1	0	512	469	0	511	38	0
9	0	0	1	0	510	577	0	513	38	0
10	0	0	1	0	518	824	0	511	38	0
11	0	0	1	0	515	860	0	513	38	0
12	0	0	1	0	519	526	0	513	38	0
13	0	0	1	0	513	374	0	513	38	0
14	0	0	1	0	509	432	0	513	38	0
15	0	0	1	0	518	443	0	517	39	0
0	0	0	1	0	504	480	0	515	38	0
1	0	0	1	0	516	477	0	517	38	0
2	0	0	1	0	513	492	0	513	38	0
3	0	0	1	0	513	484	0	514	39	0
4	0	0	1	0	511	488	0	514	38	0
5	0	0	1	0	516	495	0	515	38	0
6	0	0	1	0	519	510	0	527	38	0
7	0	0	1	0	515	489	0	513	38	0
8	0	0	1	0	527	522	0	515	38	0
9	0	0	1	0	513	497	0	514	38	0
10	0	0	1	0	514	539	0	518	37	0
11	0	0	1	0	516	533	0	524	37	0
12	0	0	1	0	511	568	0	518	37	0
13	0	0	1	0	510	554	0	514	38	0
14	0	0	1	0	512	591	0	514	39	0
15	0	0	1	0	519	585	0	512	39	0
0	0	0	1	0	515	596	0	512	38	0
1	0	0	1	0	517	587	0	513	38	0
2	0	0	1	0	515	590	0	504	39	0
3	0	0	1	0	510	563	0	519	39	0
4	0	0	1	0	522	551	0	520	38	0
